Numero,Titulo,Autor,Co-autor,Ano-de-Publicacao,Titulo-original,Tradutor,Co-tradutor,Ano-de-edicao,alias,Autor2-alias,Tradutor1-alias,Tradutor2-alias,Titulo-link,Capa,pags,Capa-link,Serie,anterior,seguinte,Livro-isfdb,Livro-isfdb-original,Livro-bibliowiki
346,O Beco dos Malditos,Roger Zelazny,,1986,Damnation Alley,Eurico da Fonseca,,1969,Roger-Zelazny,,Eurico-da-Fonseca,,346-O-Beco-dos-Malditos,,,,,345-A-Mais-Bela-da-Lua,347-Moreta-de-Pern-1-volume,http://www.isfdb.org/cgi-bin/pl.cgi?373763,http://www.isfdb.org/cgi-bin/title.cgi?13718,/index.php/O_Beco_dos_Malditos
347,Moreta de Pern 1º volume,Anne McCaffrey,,1986,Moreta: Dragonlady of Pern,Eduardo Saló,,1983,Anne-McCaffrey,,Eduardo-Salo,,347-Moreta-de-Pern-1-volume,,,,Dragonriders of Pern,346-O-Beco-dos-Malditos,348-Moreta-de-Pern-2-volume,http://www.isfdb.org/cgi-bin/pl.cgi?373780,http://www.isfdb.org/cgi-bin/title.cgi?1498,"/index.php/Moreta_de_Pern_(LdB,_1986,_1%C2%BA_volume)"
348,Moreta de Pern 2º volume,Anne McCaffrey,,1986,Moreta: Dragonlady of Pern,Eduardo Saló,,1983,Anne-McCaffrey,,Eduardo-Salo,,348-Moreta-de-Pern-2-volume,,,,Dragonriders of Pern,347-Moreta-de-Pern-1-volume,349-O-Mundo-Perdido,http://www.isfdb.org/cgi-bin/pl.cgi?373779,http://www.isfdb.org/cgi-bin/title.cgi?1498,"/index.php/Moreta_de_Pern_(LdB,_1986,_2%C2%BA_volume)"
349,O Mundo Perdido,Arthur Conan Doyle,,1986,The Lost World,J Lima da Costa,,1912,Arthur-Conan-Doyle,,J-Lima-da-Costa,,349-O-Mundo-Perdido,António Pedro,243,Antonio-Pedro,,348-Moreta-de-Pern-2-volume,350-O-Homem-que-Via-o-Futuro,http://www.isfdb.org/cgi-bin/pl.cgi?373762,http://www.isfdb.org/cgi-bin/title.cgi?1604,/index.php/O_Mundo_Perdido_(Doyle)
350,O Homem que Via o Futuro,James Blish,,1986,Jack of Eagles,Eduardo Saló,,1952,James-Blish,,Eduardo-Salo,,350-O-Homem-que-Via-o-Futuro,António Pedro,218,Antonio-Pedro,,349-O-Mundo-Perdido,351-O-Prado-dos-Duendes-1-volume,http://www.isfdb.org/cgi-bin/pl.cgi?373734,http://www.isfdb.org/cgi-bin/title.cgi?1694,/index.php/O_Homem_que_Via_o_Futuro_(Blish)
351,O Prado dos Duendes 1º volume,Paul Cook,,1986,Duende Meadow,Eduardo Saló,,1985,Paul-Cook,,Eduardo-Salo,,351-O-Prado-dos-Duendes-1-volume,António Pedro,,Antonio-Pedro,,350-O-Homem-que-Via-o-Futuro,352-O-Prado-dos-Duendes-2-volume,http://www.isfdb.org/cgi-bin/pl.cgi?373735,http://www.isfdb.org/cgi-bin/title.cgi?19266,"/index.php/O_Prado_dos_Duendes_(LdB,_1986,_1%C2%BA_volume)"
352,O Prado dos Duendes 2º volume,Paul Cook,,1986,Duende Meadow,Eduardo Saló,,1985,Paul-Cook,,Eduardo-Salo,,352-O-Prado-dos-Duendes-2-volume,António Pedro,182,Antonio-Pedro,,351-O-Prado-dos-Duendes-1-volume,353-Bill-o-Heroi-Galactico,http://www.isfdb.org/cgi-bin/pl.cgi?373737,http://www.isfdb.org/cgi-bin/title.cgi?19266,"/index.php/O_Prado_dos_Duendes_(LdB,_1986,_2%C2%BA_volume)"
353,Bill o Herói Galáctico,Harry Harrison,,1986,Bill the Galactic Hero,Eurico da Fonseca,,1965,Harry-Harrison,,Eurico-da-Fonseca,,353-Bill-o-Heroi-Galactico,António Pedro,178,Antonio-Pedro,,352-O-Prado-dos-Duendes-2-volume,354-A-Outra-Ilha-do-Dr-Moreau,http://www.isfdb.org/cgi-bin/pl.cgi?373741,http://www.isfdb.org/cgi-bin/title.cgi?2361,"/index.php/Bill,_o_Her%C3%B3i_Gal%C3%A1ctico"
354,A Outra Ilha do Dr Moreau,Brian Aldiss,,1986,Moreau's Other Island,Eurico da Fonseca,,1980,Brian-Aldiss,,Eurico-da-Fonseca,,354-A-Outra-Ilha-do-Dr-Moreau,António Pedro,,Antonio-Pedro,,353-Bill-o-Heroi-Galactico,355-A-Porta-das-Estrelas-1-volume,http://www.isfdb.org/cgi-bin/pl.cgi?373736,http://www.isfdb.org/cgi-bin/title.cgi?1330944,/index.php/A_Outra_Ilha_do_Dr._Moreau
355,A Porta das Estrelas 1º volume,Frederik Pohl,,1987,Gateway,Eurico da Fonseca,,1977,Frederik-Pohl,,Eurico-da-Fonseca,,355-A-Porta-das-Estrelas-1-volume,,,,Heechee ,354-A-Outra-Ilha-do-Dr-Moreau,356-A-Porta-das-Estrelas-2-volume,http://www.isfdb.org/cgi-bin/pl.cgi?373738,http://www.isfdb.org/cgi-bin/title.cgi?1884,"/index.php/A_Porta_das_Estrelas_(LdB,_1987,_1%C2%BA_volume)"
356,A Porta das Estrelas 2º volume,Frederik Pohl,,1987,Gateway,Eurico da Fonseca,,1977,Frederik-Pohl,,Eurico-da-Fonseca,,356-A-Porta-das-Estrelas-2-volume,,,,Heechee ,355-A-Porta-das-Estrelas-1-volume,357-O-Dia-em-que-a-Terra-Gritou,http://www.isfdb.org/cgi-bin/pl.cgi?373739,http://www.isfdb.org/cgi-bin/title.cgi?1884,"/index.php/A_Porta_das_Estrelas_(LdB,_1987,_2%C2%BA_volume)"
357,O Dia em que a Terra Gritou,Arthur Conan Doyle,,1987,The Poison Belt,J Lima da Costa,,1964,Arthur-Conan-Doyle,,J-Lima-da-Costa,,357-O-Dia-em-que-a-Terra-Gritou,António Pedro,173,Antonio-Pedro,,356-A-Porta-das-Estrelas-2-volume,358-Quando-os-Computadores-Conquistaram-o-Mundo,http://www.isfdb.org/cgi-bin/pl.cgi?373740,http://www.isfdb.org/cgi-bin/title.cgi?251161,/index.php/O_Dia_em_que_a_Terra_Gritou_(colect%C3%A2nea)
358,Quando os Computadores Conquistaram o Mundo,A E Van Vogt,,1987,Computerworld,Ana Paula Senos de Araújo,,1983,A-E-Van-Vogt,,Ana-Paula-Senos-de-Araujo,,358-Quando-os-Computadores-Conquistaram-o-Mundo,,,,,357-O-Dia-em-que-a-Terra-Gritou,359-A-Estrada-da-Eternidade-1-volume,http://www.isfdb.org/cgi-bin/pl.cgi?373742,http://www.isfdb.org/cgi-bin/title.cgi?8775,/index.php/Quando_os_Computadores_Conquistaram_o_Mundo
359,A Estrada da Eternidade 1º volume,Clifford D Simak,,1987,Highway of Eternity,Eurico da Fonseca,,1986,Clifford-D-Simak,,Eurico-da-Fonseca,,359-A-Estrada-da-Eternidade-1-volume,,,,,358-Quando-os-Computadores-Conquistaram-o-Mundo,359-A-A-Estrada-da-Eternidade-2-volume,http://www.isfdb.org/cgi-bin/pl.cgi?373745,http://www.isfdb.org/cgi-bin/title.cgi?11954,"/index.php/A_Estrada_da_Eternidade_(LdB,_1987,_1%C2%BA_volume)"
359-A,A Estrada da Eternidade 2º volume,Clifford D Simak,,1987,Highway of Eternity,Eurico da Fonseca,,1986,Clifford-D-Simak,,Eurico-da-Fonseca,,359-A-A-Estrada-da-Eternidade-2-volume,,,,,359-A-Estrada-da-Eternidade-1-volume,360-Nas-Nossas-Maos-as-Estrelas,http://www.isfdb.org/cgi-bin/pl.cgi?373743,http://www.isfdb.org/cgi-bin/title.cgi?11954,"/index.php/A_Estrada_da_Eternidade_(LdB,_1987,_2%C2%BA_volume)"
360,Nas Nossas Mãos as Estrelas,Harry Harrison,,1987,In Our Hands the Stars,Eurico da Fonseca,,1970,Harry-Harrison,,Eurico-da-Fonseca,,360-Nas-Nossas-Maos-as-Estrelas,,179,,,359-A-A-Estrada-da-Eternidade-2-volume,361-A-Luz-e-as-Trevas,http://www.isfdb.org/cgi-bin/pl.cgi?373744,http://www.isfdb.org/cgi-bin/title.cgi?12796,/index.php/Nas_Nossas_M%C3%A3os_as_Estrelas
361,A Luz e as Trevas,L Sprague de Camp,,1987,Lest Darkness Fall,Eurico da Fonseca,,1941,L-Sprague-de-Camp,,Eurico-da-Fonseca,,361-A-Luz-e-as-Trevas,António Pedro,216,Antonio-Pedro,,360-Nas-Nossas-Maos-as-Estrelas,362-O-Planeta-Fantasma,http://www.isfdb.org/cgi-bin/pl.cgi?373252,http://www.isfdb.org/cgi-bin/title.cgi?1638,/index.php/A_Luz_e_as_Trevas
362,O Planeta Fantasma,Bob Shaw,,1987,A Wreath of Stars,Eurico da Fonseca,,1976,Bob-Shaw,,Eurico-da-Fonseca,,362-O-Planeta-Fantasma,António Pedro,187,Antonio-Pedro,,361-A-Luz-e-as-Trevas,363-As-Linguagens-de-Pao,http://www.isfdb.org/cgi-bin/pl.cgi?373748,http://www.isfdb.org/cgi-bin/title.cgi?5139,/index.php/O_Planeta_Fantasma
363,As Linguagens de Pao,Jack Vance,,1987,The Languages of Pao,Raul de Sousa Machado,,1958,Jack-Vance,,Raul-de-Sousa-Machado,,363-As-Linguagens-de-Pao,,,,,362-O-Planeta-Fantasma,364-A-Hora-da-Inteligencia,http://www.isfdb.org/cgi-bin/pl.cgi?373746,http://www.isfdb.org/cgi-bin/title.cgi?9683,/index.php/As_Linguagens_de_Pao
364,A Hora da Inteligência,Poul Anderson,,1987,Brain Wave,Raul de Sousa Machado,,1954,Poul-Anderson,,Raul-de-Sousa-Machado,,364-A-Hora-da-Inteligencia,,,,,363-As-Linguagens-de-Pao,365-Para-Alem-do-Acontecer-1-volume,http://www.isfdb.org/cgi-bin/pl.cgi?373747,http://www.isfdb.org/cgi-bin/title.cgi?2320,/index.php/A_Hora_da_Intelig%C3%AAncia
365,Para Além do Acontecer 1º volume,Frederik Pohl,,1987,Beyond the Blue Event Horizon,Eurico da Fonseca,,1980,Frederik-Pohl,,Eurico-da-Fonseca,,365-Para-Alem-do-Acontecer-1-volume,,,,Heechee ,364-A-Hora-da-Inteligencia,366-Para-Alem-do-Acontecer-2-volume,http://www.isfdb.org/cgi-bin/pl.cgi?373253,http://www.isfdb.org/cgi-bin/title.cgi?2372,"/index.php/Para_Al%C3%A9m_do_Acontecer_(LdB,_1987,_1%C2%BA_volume)"
366,Para Além do Acontecer 2º volume,Frederik Pohl,,1988,Beyond the Blue Event Horizon,Eurico da Fonseca,,1980,Frederik-Pohl,,Eurico-da-Fonseca,,366-Para-Alem-do-Acontecer-2-volume,,,,Heechee ,365-Para-Alem-do-Acontecer-1-volume,367-Null-A-Tres,http://www.isfdb.org/cgi-bin/pl.cgi?373749,http://www.isfdb.org/cgi-bin/title.cgi?2372,"/index.php/Para_Al%C3%A9m_do_Acontecer_(LdB,_1988,_2%C2%BA_volume)"
367,Null-A Três,A E Van Vogt,,1988,Null-A 3,Eduardo Saló,,1984,A-E-Van-Vogt,,Eduardo-Salo,,367-Null-A-Tres,,,,Null-A,366-Para-Alem-do-Acontecer-2-volume,368-Mundos-sem-Fim,http://www.isfdb.org/cgi-bin/pl.cgi?373752,http://www.isfdb.org/cgi-bin/title.cgi?797,/index.php/Null-A_Tr%C3%AAs
368,Mundos sem Fim,Clifford D Simak,,1988,Worlds Without End,Raul de Sousa Machado,,1952,Clifford-D-Simak,,Raul-de-Sousa-Machado,,368-Mundos-sem-Fim,António Pedro,189,Antonio-Pedro,,367-Null-A-Tres,369-Frankenstein-Libertado,http://www.isfdb.org/cgi-bin/pl.cgi?373750,http://www.isfdb.org/cgi-bin/title.cgi?37651,/index.php/Mundos_sem_Fim_(colect%C3%A2nea)
369,Frankenstein Libertado,Brian Aldiss,,1988,Frankenstein Unbound,Raul de Sousa Machado,,1973,Brian-Aldiss,,Raul-de-Sousa-Machado,,369-Frankenstein-Libertado,,,,,368-Mundos-sem-Fim,370-O-Mundo-de-Rocannon,http://www.isfdb.org/cgi-bin/pl.cgi?373754,http://www.isfdb.org/cgi-bin/title.cgi?1901,/index.php/Frankenstein_Libertado
370,O Mundo de Rocannon,Ursula K LeGuin,,1988,Rocannon's World,Eurico da Fonseca,,1966,Ursula-K-LeGuin,,Eurico-da-Fonseca,,370-O-Mundo-de-Rocannon,,,,,369-Frankenstein-Libertado,371-Tintagel,http://www.isfdb.org/cgi-bin/pl.cgi?373751,http://www.isfdb.org/cgi-bin/title.cgi?454,/index.php/O_Mundo_de_Rocannon
371,Tintagel,Paul Cook,,1988,Tintagel,Eduardo Saló,,1981,Paul-Cook,,Eduardo-Salo,,371-Tintagel,António Pedro,274,Antonio-Pedro,,370-O-Mundo-de-Rocannon,372-A-Praga-do-Espaco,http://www.isfdb.org/cgi-bin/pl.cgi?373753,http://www.isfdb.org/cgi-bin/title.cgi?8058,/index.php/Tintagel
372,A Praga do Espaço,Harry Harrison,,1988,Plague From Space,Raul de Sousa Machado,,1985,Harry-Harrison,,Raul-de-Sousa-Machado,,372-A-Praga-do-Espaco,,,,,371-Tintagel,373-O-Misterio-de-Mercurio,http://www.isfdb.org/cgi-bin/pl.cgi?373755,http://www.isfdb.org/cgi-bin/title.cgi?12792,/index.php/A_Praga_do_Espa%C3%A7o
373,O Mistério de Mercúrio,Bob Shaw,,1988,Fire Pattern,Raul de Sousa Machado,,1984,Bob-Shaw,,Raul-de-Sousa-Machado,,373-O-Misterio-de-Mercurio,,,,,372-A-Praga-do-Espaco,374-Agente-de-Bizancio-1-volume,http://www.isfdb.org/cgi-bin/pl.cgi?373756,http://www.isfdb.org/cgi-bin/title.cgi?5149,/index.php/O_Mist%C3%A9rio_de_Merc%C3%BArio
374,Agente de Bizâncio 1º volume,Harry Turtledove,,1988,Agent of Byzantium,Eurico da Fonseca,,1987,Harry-Turtledove,,Eurico-da-Fonseca,,374-Agente-de-Bizancio-1-volume,,,,,373-O-Misterio-de-Mercurio,375-Agente-de-Bizancio-2-volume,http://www.isfdb.org/cgi-bin/pl.cgi?373757,http://www.isfdb.org/cgi-bin/title.cgi?11980,"/index.php/Agente_de_Biz%C3%A2ncio_(LdB,_1988,_1%C2%BA_volume)"
375,Agente de Bizâncio 2º volume,Harry Turtledove,,1988,Agent of Byzantium,Eurico da Fonseca,,1987,Harry-Turtledove,,Eurico-da-Fonseca,,375-Agente-de-Bizancio-2-volume,,,,,374-Agente-de-Bizancio-1-volume,376-Reflexos-do-Futuro,http://www.isfdb.org/cgi-bin/pl.cgi?373758,http://www.isfdb.org/cgi-bin/title.cgi?11980,"/index.php/Agente_de_Biz%C3%A2ncio_(LdB,_1988,_2%C2%BA_volume)"
376,Reflexos do Futuro,Vários,Bruce Sterling (org.),1988,Mirrorshades,Eduardo Saló,,1986,Bruce-Sterling,,Eduardo-Salo,,376-Reflexos-do-Futuro,António Pedro,275,Antonio-Pedro,,375-Agente-de-Bizancio-2-volume,377-Mensagem-do-Futuro,http://www.isfdb.org/cgi-bin/pl.cgi?373759,http://www.isfdb.org/cgi-bin/title.cgi?33481,/index.php/Reflexos_do_Futuro
377,Mensagem do Futuro,James P Hogan,,1988,Thrice Upon a Time,Raul de Sousa Machado,,1980,James-P-Hogan,,Raul-de-Sousa-Machado,,377-Mensagem-do-Futuro,,,,,376-Reflexos-do-Futuro,378-Encontro-com-os-Heechee,http://www.isfdb.org/cgi-bin/pl.cgi?373760,http://www.isfdb.org/cgi-bin/title.cgi?1016,/index.php/Mensagem_do_Futuro
378,Encontro com os Heechee,Frederik Pohl,,1989,Heechee Rendezvous,Raul de Sousa Machado,,1984,Frederik-Pohl,,Raul-de-Sousa-Machado,,378-Encontro-com-os-Heechee,,,,Heechee ,377-Mensagem-do-Futuro,379-O-Gato-que-Atravessa-as-Paredes-1-volume,http://www.isfdb.org/cgi-bin/pl.cgi?373761,http://www.isfdb.org/cgi-bin/title.cgi?1801,/index.php/Encontro_com_os_Heechee
379,O Gato que Atravessa as Paredes 1º volume,Robert A Heinlein,,1989,The Cat Who Walks Through Walls,Clarisse Tavares,,1985,Robert-A-Heinlein,,Clarisse-Tavares,,379-O-Gato-que-Atravessa-as-Paredes-1-volume,,,,Future History,378-Encontro-com-os-Heechee,380-O-Gato-que-Atravessa-as-Paredes-2-volume,http://www.isfdb.org/cgi-bin/pl.cgi?373254,http://www.isfdb.org/cgi-bin/title.cgi?2270,"/index.php/O_Gato_que_Atravessa_as_Paredes_(LdB,_1989,_1%C2%BA_volume)"
380,O Gato que Atravessa as Paredes 2º volume,Robert A Heinlein,,1989,The Cat Who Walks Through Walls,Clarisse Tavares,,1985,Robert-A-Heinlein,,Clarisse-Tavares,,380-O-Gato-que-Atravessa-as-Paredes-2-volume,,,,Future History,379-O-Gato-que-Atravessa-as-Paredes-1-volume,381-Anticorpos,http://www.isfdb.org/cgi-bin/pl.cgi?373255,http://www.isfdb.org/cgi-bin/title.cgi?2270,"/index.php/O_Gato_que_Atravessa_as_Paredes_(LdB,_1989,_2%C2%BA_volume)"
381,Anticorpos,David J Skal,,1989,Antibodies,Samuel Soares,,1988,David-J-Skal,,Samuel-Soares,,381-Anticorpos,António Pedro,203,Antonio-Pedro,,380-O-Gato-que-Atravessa-as-Paredes-2-volume,382-Quando-o-Ceu-Caiu,http://www.isfdb.org/cgi-bin/pl.cgi?373764,http://www.isfdb.org/cgi-bin/title.cgi?2420,/index.php/Anticorpos_(Skal)
382,Quando o Céu Caiu,John Barnes,,1989,The Man Who Pulled Down the Sky,Raul de Sousa Machado,,1987,John-Barnes,,Raul-de-Sousa-Machado,,382-Quando-o-Ceu-Caiu,,,,,381-Anticorpos,383-Planeta-do-Exilio,http://www.isfdb.org/cgi-bin/pl.cgi?373765,http://www.isfdb.org/cgi-bin/title.cgi?590,/index.php/Quando_o_C%C3%A9u_Caiu
383,Planeta do Exílio,Ursula K LeGuin,,1989,Planet of Exile,Raul de Sousa Machado,,1966,Ursula-K-LeGuin,,Raul-de-Sousa-Machado,,383-Planeta-do-Exilio,,,,,382-Quando-o-Ceu-Caiu,384-Dorsai,http://www.isfdb.org/cgi-bin/pl.cgi?373776,http://www.isfdb.org/cgi-bin/title.cgi?453,/index.php/Planeta_do_Ex%C3%ADlio
384,Dorsai,Gordon R Dickson,,1989,Dorsai!,Raul de Sousa Machado,,1959,Gordon-R-Dickson,,Raul-de-Sousa-Machado,,384-Dorsai,António Pedro,280,Antonio-Pedro,Childe Cycle,383-Planeta-do-Exilio,385-Os-Anais-dos-Heechee,http://www.isfdb.org/cgi-bin/pl.cgi?373766,http://www.isfdb.org/cgi-bin/title.cgi?25316,/index.php/Dorsai
385,Os Anais dos Heechee,Frederik Pohl,,1989,The Annals of the Heechee,Raul de Sousa Machado,,1987,Frederik-Pohl,,Raul-de-Sousa-Machado,,385-Os-Anais-dos-Heechee,,,,Heechee ,384-Dorsai,386-Roderick,http://www.isfdb.org/cgi-bin/pl.cgi?373767,http://www.isfdb.org/cgi-bin/title.cgi?2422,/index.php/Os_Anais_dos_Heechee
386,Roderick,John Sladek,,1989,Roderick or The Education of a Young Machine,Samuel Soares,,1980,John-Sladek,,Samuel-Soares,,386-Roderick,,361,,Roderick,385-Os-Anais-dos-Heechee,387-A-Maquina-Preservadora-1-volume,http://www.isfdb.org/cgi-bin/pl.cgi?373773,http://www.isfdb.org/cgi-bin/title.cgi?1287,/index.php/Roderick
387,A Máquina Preservadora 1º volume,Philip K Dick,,1989,The Preserving Machine,Raul de Sousa Machado,,1969,Philip-K-Dick,,Raul-de-Sousa-Machado,,387-A-Maquina-Preservadora-1-volume,,,,,386-Roderick,388-Os-Olhos-de-Heisenberg,http://www.isfdb.org/cgi-bin/pl.cgi?373768,http://www.isfdb.org/cgi-bin/title.cgi?37580,"/index.php/A_M%C3%A1quina_Preservadora_(LdB,_1989,_1%C2%BA_volume)"
388,Os Olhos de Heisenberg,Frank Herbert,,1989,The Eyes of Heisenberg,Eduardo Saló,,1966,Frank-Herbert,,Eduardo-Salo,,388-Os-Olhos-de-Heisenberg,,,,,387-A-Maquina-Preservadora-1-volume,389-Os-Dorsai-Perdidos,http://www.isfdb.org/cgi-bin/pl.cgi?373770,http://www.isfdb.org/cgi-bin/title.cgi?855,/index.php/Os_Olhos_de_Heisenberg
389,Os Dorsai Perdidos,Gordon R Dickson,,1989,Lost Dorsai,Raul de Sousa Machado,,1980,Gordon-R-Dickson,,Raul-de-Sousa-Machado,,389-Os-Dorsai-Perdidos,António Pedro,206,Antonio-Pedro,Childe Cycle,388-Os-Olhos-de-Heisenberg,390-A-Maquina-Preservadora-2-volume,http://www.isfdb.org/cgi-bin/pl.cgi?373771,http://www.isfdb.org/cgi-bin/title.cgi?39253,/index.php/Os_Dorsai_Perdidos_(colect%C3%A2nea)
390,A Máquina Preservadora 2º volume,Philip K Dick,,1990,The Preserving Machine,Raul de Sousa Machado,,1969,Philip-K-Dick,,Raul-de-Sousa-Machado,,390-A-Maquina-Preservadora-2-volume,,,,,389-Os-Dorsai-Perdidos,391-A-Cidade-das-Ilusoes,http://www.isfdb.org/cgi-bin/pl.cgi?373769,http://www.isfdb.org/cgi-bin/title.cgi?37580,"/index.php/A_M%C3%A1quina_Preservadora_(LdB,_1990,_2%C2%BA_volume)"
391,A Cidade das Ilusões,Ursula K LeGuin,,1990,City of Illusions,Raul de Sousa Machado,,1967,Ursula-K-LeGuin,,Raul-de-Sousa-Machado,,391-A-Cidade-das-Ilusoes,,,,,390-A-Maquina-Preservadora-2-volume,392-Metrofago-1-volume,http://www.isfdb.org/cgi-bin/pl.cgi?373772,http://www.isfdb.org/cgi-bin/title.cgi?7658,/index.php/A_Cidade_das_Ilus%C3%B5es
392,Metrófago 1º volume,Richard Kadrey,,1990,Metrophage,Eduardo Saló,,1988,Richard-Kadrey,,Eduardo-Salo,,392-Metrofago-1-volume,,,,,391-A-Cidade-das-Ilusoes,393-Metrofago-2-volume,http://www.isfdb.org/cgi-bin/pl.cgi?373774,http://www.isfdb.org/cgi-bin/title.cgi?8106,"/index.php/Metr%C3%B3fago_(LdB,_1990,_1%C2%BA_volume)"
393,Metrófago 2º volume,Richard Kadrey,,1990,Metrophage,Eduardo Saló,,1988,Richard-Kadrey,,Eduardo-Salo,,393-Metrofago-2-volume,,,,,392-Metrofago-1-volume,394-Pendulo,http://www.isfdb.org/cgi-bin/pl.cgi?373775,http://www.isfdb.org/cgi-bin/title.cgi?8106,"/index.php/Metr%C3%B3fago_(LdB,_1990,_2%C2%BA_volume)"
394,Pêndulo,A E Van Vogt,,1990,Pendulum,Eduardo Saló,,1978,A-E-Van-Vogt,,Eduardo-Salo,,394-Pendulo,,,,,393-Metrofago-2-volume,395-A-Nave-das-Sombras,http://www.isfdb.org/cgi-bin/pl.cgi?373778,http://www.isfdb.org/cgi-bin/title.cgi?39611,/index.php/P%C3%AAndulo_(colect%C3%A2nea)
395,A Nave das Sombras,Vários,Isaac Asimov (ed.),1990,The Hugo Winners Volume Three,Raul de Sousa Machado,,1977,Isaac-Asimov,,Raul-de-Sousa-Machado,,395-A-Nave-das-Sombras,,,,,394-Pendulo,396-Missao-Espacial,http://www.isfdb.org/cgi-bin/pl.cgi?373777,http://www.isfdb.org/cgi-bin/pl.cgi?373777,/index.php/A_Nave_das_Sombras_(antologia)
396,Missão Espacial,Chris Claremont,,1990,First Flight,Raul de Sousa Machado,,1987,Chris-Claremont,,Raul-de-Sousa-Machado,,396-Missao-Espacial,,,,,395-A-Nave-das-Sombras,397-A-Torre-de-Cristal,http://www.isfdb.org/cgi-bin/pl.cgi?373856,http://www.isfdb.org/cgi-bin/title.cgi?6312,/index.php/Miss%C3%A3o_Espacial
397,A Torre de Cristal,Robert Silverberg,,1990,The Tower of Glass,Raul de Sousa Machado,,1970,Robert-Silverberg,,Raul-de-Sousa-Machado,,397-A-Torre-de-Cristal,,,,,396-Missao-Espacial,398-Misterios-do-Futuro,http://www.isfdb.org/cgi-bin/pl.cgi?373787,http://www.isfdb.org/cgi-bin/title.cgi?982,/index.php/A_Torre_de_Cristal
398,Mistérios do Futuro,John E Stith,,1990,Deep Quarry,Eurico Fonseca,,1989,John-E-Stith,,Eurico-Fonseca,,398-Misterios-do-Futuro,,,,,397-A-Torre-de-Cristal,399-O-Pe-do-Diabo,http://www.isfdb.org/cgi-bin/pl.cgi?373857,http://www.isfdb.org/cgi-bin/title.cgi?6426,/index.php/Mist%C3%A9rios_do_Futuro
399,O Pé do Diabo,Arthur Conan Doyle,,1990,The Adventure of the Devil's Foot,Catarina Lima,,1990,Arthur-Conan-Doyle,,Catarina-Lima,,399-O-Pe-do-Diabo,António Pedro,238,Antonio-Pedro,,398-Misterios-do-Futuro,400-O-Homem-Eterno-1-volume,http://www.isfdb.org/cgi-bin/pl.cgi?373858,http://www.isfdb.org/cgi-bin/title.cgi?94420,/index.php/O_P%C3%A9_do_Diabo
400,O Homem Eterno 1º volume,Gordon R Dickson,,1990,The Forever Man,Raul de Sousa Machado,,1986,Gordon-R-Dickson,,Raul-de-Sousa-Machado,,400-O-Homem-Eterno-1-volume,António Pedro,215,Antonio-Pedro,,399-O-Pe-do-Diabo,401-O-Homem-Eterno-2-volume,http://www.isfdb.org/cgi-bin/pl.cgi?373859,http://www.isfdb.org/cgi-bin/title.cgi?1914,"/index.php/O_Homem_Eterno_(LdB,_1990,_1%C2%BA_volume)"
401,O Homem Eterno 2º volume,Gordon R Dickson,,1990,The Forever Man,Raul de Sousa Machado,,1986,Gordon-R-Dickson,,Raul-de-Sousa-Machado,,401-O-Homem-Eterno-2-volume,,247,,,400-O-Homem-Eterno-1-volume,402-O-Dia-Depois-do-Juizo-Final,http://www.isfdb.org/cgi-bin/pl.cgi?373860,http://www.isfdb.org/cgi-bin/title.cgi?1914,"/index.php/O_Homem_Eterno_(LdB,_1990,_2%C2%BA_volume)"
402,O Dia Depois do Juízo Final,James Blish,,1991,The Day After Judgement,Raul de Sousa Machado,,1971,James-Blish,,Raul-de-Sousa-Machado,,402-O-Dia-Depois-do-Juizo-Final,António Pedro,322,Antonio-Pedro,After Such Knowledge,401-O-Homem-Eterno-2-volume,403-Vozes-do-Futuro,http://www.isfdb.org/cgi-bin/pl.cgi?373861,http://www.isfdb.org/cgi-bin/title.cgi?636277,/index.php/O_Dia_Depois_do_Ju%C3%ADzo_Final
403,Vozes do Futuro,Isaac Asimov,Shawna McCarthy (org),1991,Isaac Asimov's Tomorrow's Voices,Samuel Soares,,1984,Isaac-Asimov,Shawna-McCarthy,Samuel-Soares,,403-Vozes-do-Futuro,,,,,402-O-Dia-Depois-do-Juizo-Final,404-O-Mundo-de-Midas-1-volume,http://www.isfdb.org/cgi-bin/pl.cgi?373835,http://www.isfdb.org/cgi-bin/title.cgi?956367,/index.php/Vozes_do_Futuro
404,O Mundo de Midas 1º volume,Frederik Pohl,,1991,Midas World,Samuel Soares,,1983,Frederik-Pohl,,Samuel-Soares,,404-O-Mundo-de-Midas-1-volume,António Pedro,192,Antonio-Pedro,,403-Vozes-do-Futuro,405-O-Mundo-de-Midas-2-volume,http://www.isfdb.org/cgi-bin/pl.cgi?373851,http://www.isfdb.org/cgi-bin/title.cgi?29636,"/index.php/O_Mundo_de_Midas_(LdB,_1991,_1%C2%BA_volume)"
405,O Mundo de Midas 2º volume,Frederik Pohl,,1991,Midas World,Samuel Soares,,1983,Frederik-Pohl,,Samuel-Soares,,405-O-Mundo-de-Midas-2-volume,António Pedro,186,Antonio-Pedro,,404-O-Mundo-de-Midas-1-volume,406-Necromante,http://www.isfdb.org/cgi-bin/pl.cgi?373821,http://www.isfdb.org/cgi-bin/title.cgi?29636,"/index.php/O_Mundo_de_Midas_(LdB,_1991,_2%C2%BA_volume)"
